esc,river,year,area,exp,R,S,survival,log_survival,even_odd,pop,population_name
250000,KAKWEIKEN RIVER,1986,12,0.264045816322538,339695.05920977896,100000,3.39695059209779,1.222878144503286,even,42,kakweiken_river_even
500,LULL CREEK,1986,12,0.264045816322538,679.3901184195579,450,1.5097558187101288,0.41194792828695703,even,44,lull_creek_even
150000,AHNUHATI RIVER,1986,12,0.264045816322538,203817.03552586737,50000,4.076340710517347,1.4051997012972404,even,46,ahnuhati_river_even
31000,KINGCOME RIVER,1986,12,0.264045816322538,42122.18734201259,22000,1.9146448791823905,0.6495321637559611,even,48,kingcome_river_even
1500,AHTA RIVER,1987,12,0.442573209534022,2690.9363268064008,28000,0.09610486881451431,-2.3423153002464567,odd,35,ahta_river_odd
6000,GLENDALE CREEK,1987,12,0.442573209534022,10763.745307225603,140000,0.076883895051611445,-2.5654588515606664,odd,37,glendale_creek_odd
38000,WAKEMAN RIVER,1987,12,0.442573209534022,68170.38694576215,105000,0.64924178043583,-0.43195008861055473,odd,39,wakeman_river_odd
60000,KAKWEIKEN RIVER,1987,12,0.442573209534022,107637.45307225603,500000,0.21527490614451206,-1.5358394343795083,odd,41,kakweiken_river_odd
6,LULL CREEK,1987,12,0.442573209534022,10.763745307225603,2000,0.005381872653612801,-5.224718888493444,odd,43,lull_creek_odd
4000,AHNUHATI RIVER,1987,12,0.442573209534022,7175.830204817069,13000,0.5519869388320823,-0.5942308945210631,odd,45,ahnuhati_river_odd
7000,KINGCOME RIVER,1987,12,0.442573209534022,12557.70285842987,9850,1.2748936912111544,0.24286279569189867,odd,47,kingcome_river_odd
12000,AHTA RIVER,1988,12,0.259294379196309,16200.768109440816,24000,0.675032004560034,-0.3929951750706098,even,36,ahta_river_even
300000,GLENDALE CREEK,1988,12,0.259294379196309,405019.2027360204,240000,1.687580011400085,0.5232955568035452,even,38,glendale_creek_even
125000,WAKEMAN RIVER,1988,12,0.259294379196309,168758.0011400085,24000,7.031583380833688,1.950411912443691,even,40,wakeman_river_even
475000,KAKWEIKEN RIVER,1988,12,0.259294379196309,641280.4043320323,250000,2.565121617328129,0.9420058916617302,even,42,kakweiken_river_even
7100,LULL CREEK,1988,12,0.259294379196309,9585.454464752484,500,19.170908929504968,2.953393970096551,even,44,lull_creek_even
225000,AHNUHATI RIVER,1988,12,0.259294379196309,303764.4020520153,150000,2.025096013680102,0.7056171135974999,even,46,ahnuhati_river_even
92000,KINGCOME RIVER,1988,12,0.259294379196309,124205.88883904625,31000,4.006641575453105,1.3879533780532296,even,48,kingcome_river_even
5000,AHTA RIVER,1989,12,0.663145835961011,14843.21862033232,1500,9.895479080221547,2.292077994276788,odd,35,ahta_river_odd
10000,GLENDALE CREEK,1989,12,0.663145835961011,29686.43724066464,6000,4.947739540110773,1.5989308137168428,odd,37,glendale_creek_odd
85000,WAKEMAN RIVER,1989,12,0.663145835961011,252334.71654564945,38000,6.640387277517091,1.8931702867147828,odd,39,wakeman_river_odd
130000,KAKWEIKEN RIVER,1989,12,0.663145835961011,385923.68412864034,60000,6.432061402144005,1.8612950781843338,odd,41,kakweiken_river_odd
10000,AHNUHATI RIVER,1989,12,0.663145835961011,29686.43724066464,4000,7.4216093101661595,2.004395921825007,odd,45,ahnuhati_river_odd
9000,KINGCOME RIVER,1989,12,0.663145835961011,26717.793516598176,7000,3.8168276452283108,1.3394196182317581,odd,47,kingcome_river_odd
40000,AHTA RIVER,1990,12,0.111593199562305,45024.418971458836,12000,3.7520349142882363,1.3222983366146044,even,36,ahta_river_even
350000,GLENDALE CREEK,1990,12,0.111593199562305,393963.6660002648,300000,1.3132122200008827,0.27247621211592676,even,38,glendale_creek_even
250000,WAKEMAN RIVER,1990,12,0.111593199562305,281402.6185716177,125000,2.2512209485729415,0.8114727128486137,even,40,wakeman_river_even
600000,KAKWEIKEN RIVER,1990,12,0.111593199562305,675366.2845718826,475000,1.4218237569934369,0.3519403834701736,even,42,kakweiken_river_even
10000,LULL CREEK,1990,12,0.111593199562305,11256.104742864709,7100,1.5853668651922126,0.46081584123544445,even,44,lull_creek_even
250000,AHNUHATI RIVER,1990,12,0.111593199562305,281402.6185716177,225000,1.2506783047627452,0.2236860479464946,even,46,ahnuhati_river_even
200000,KINGCOME RIVER,1990,12,0.111593199562305,225122.09485729417,92000,2.4469792919271107,0.8948543217876649,even,48,kingcome_river_even
3000,AHTA RIVER,1991,12,0.475404712070976,5718.694141999023,5000,1.1437388283998045,0.13430257004059484,odd,35,ahta_river_odd
17500,GLENDALE CREEK,1991,12,0.475404712070976,33359.049161660965,10000,3.3359049161660965,1.2047439817420083,odd,37,glendale_creek_odd
1300,WAKEMAN RIVER,1991,12,0.475404712070976,2478.100794866243,85000,0.02915412699842639,-3.53515879821624,odd,39,wakeman_river_odd
37175,KAKWEIKEN RIVER,1991,12,0.475404712070976,70864.15157627122,130000,0.5451088582790095,-0.606769764302778,odd,41,kakweiken_river_odd
4000,AHNUHATI RIVER,1991,12,0.475404712070976,7624.925522665363,10000,0.7624925522665363,-0.2711625380675695,odd,45,ahnuhati_river_odd
3000,KINGCOME RIVER,1991,12,0.475404712070976,5718.694141999023,9000,0.6354104602221137,-0.453484094861524,odd,47,kingcome_river_odd
24,VINER SOUND CREEK,1992,12,0.275488748765854,33.125779563972195,100,0.33125779563972196,-1.1048583679519177,even,34,viner_sound_creek_even
17150,AHTA RIVER,1992,12,0.275488748765854,23671.129980088463,40000,0.5917782495022116,-0.5246232928137594,even,36,ahta_river_even
700000,GLENDALE CREEK,1992,12,0.275488748765854,966168.5706158556,350000,2.7604816303310162,1.0154051682481733,even,38,glendale_creek_even
24000,WAKEMAN RIVER,1992,12,0.275488748765854,33125.779563972195,250000,0.13250311825588879,-2.0211490998260726,even,40,wakeman_river_even
600000,KAKWEIKEN RIVER,1992,12,0.275488748765854,828144.4890993049,600000,1.3802408151655081,0.32225798768822805,even,42,kakweiken_river_even
18800,LULL CREEK,1992,12,0.275488748765854,25948.527325111554,10000,2.5948527325111552,0.9535297645300859,even,44,lull_creek_even
85700,AHNUHATI RIVER,1992,12,0.275488748765854,118286.63785968405,250000,0.4731465514387362,-0.7483501045702843,even,46,ahnuhati_river_even
31500,KINGCOME RIVER,1992,12,0.275488748765854,43477.585677713505,200000,0.21738792838856752,-1.5260718330282212,even,48,kingcome_river_even
6,VINER SOUND CREEK,1993,12,0.450558489056159,10.920179637852783,10,1.0920179637852783,0.08802732754022666,odd,33,viner_sound_creek_odd
5400,AHTA RIVER,1993,12,0.450558489056159,9828.161674067504,3000,3.2760538913558346,1.1866396162083364,odd,35,ahta_river_odd
200000,GLENDALE CREEK,1993,12,0.450558489056159,364005.98792842607,17500,20.800342167338634,3.0349694369247855,odd,37,glendale_creek_odd
4700,WAKEMAN RIVER,1993,12,0.450558489056159,8554.140716318012,1300,6.580108243321548,1.884051195554739,odd,39,wakeman_river_odd
112000,KAKWEIKEN RIVER,1993,12,0.450558489056159,203843.3532399186,37175,5.483345077065732,1.7017153302550931,odd,41,kakweiken_river_odd
1591,LULL CREEK,1993,12,0.450558489056159,2895.6676339706296,300,9.652225446568766,2.267188504987803,odd,43,lull_creek_odd
25000,AHNUHATI RIVER,1993,12,0.450558489056159,45500.74849105326,4000,11.375187122763315,2.4314344150545275,odd,45,ahnuhati_river_odd
125,KINGCOME RIVER,1993,12,0.450558489056159,227.5037424552663,3000,0.07583458081842209,-2.5792008790417285,odd,47,kingcome_river_odd
40,VINER SOUND CREEK,1994,12,0.136671293451325,46.33229463654441,24,1.9305122765226839,0.6577853959470435,even,34,viner_sound_creek_even
27000,AHTA RIVER,1994,12,0.136671293451325,31274.29887966748,17150,1.8235742786978122,0.600798464573433,even,36,ahta_river_even
192000,GLENDALE CREEK,1994,12,0.136671293451325,222395.01425541317,700000,0.3177071632220188,-1.1466251908345704,even,38,glendale_creek_even
13600,WAKEMAN RIVER,1994,12,0.136671293451325,15752.9801764251,24000,0.6563741740177125,-0.42102426542488647,even,40,wakeman_river_even
510000,KAKWEIKEN RIVER,1994,12,0.136671293451325,590736.7566159413,600000,0.9845612610265688,-0.015559157316721977,even,42,kakweiken_river_even
9500,LULL CREEK,1994,12,0.136671293451325,11003.919976179299,18800,0.5853148923499627,-0.5356052990483554,even,44,lull_creek_even
70000,AHNUHATI RIVER,1994,12,0.136671293451325,81081.51561395272,85700,0.946108700279495,-0.05539781137332223,even,46,ahnuhati_river_even
20500,KINGCOME RIVER,1994,12,0.136671293451325,23745.30100122901,31500,0.7538190794040955,-0.2826028875061721,even,48,kingcome_river_even
5800,AHTA RIVER,1995,12,0.43447776820091,10256.007056607696,5400,1.899260566038462,0.641464634654621,odd,35,ahta_river_odd
80000,GLENDALE CREEK,1995,12,0.43447776820091,141462.1662980372,200000,0.7073108314901859,-0.34628506120167896,odd,37,glendale_creek_odd
2700,WAKEMAN RIVER,1995,12,0.43447776820091,4774.348112558755,4700,1.0158187473529265,0.015694934966746527,odd,39,wakeman_river_odd
114000,KAKWEIKEN RIVER,1995,12,0.43447776820091,201583.58697470298,112000,1.7998534551312766,0.5877052477718769,odd,41,kakweiken_river_odd
1815,LULL CREEK,1995,12,0.43447776820091,3209.4228978867186,1591,2.017236265170785,0.7017283890336404,odd,43,lull_creek_odd
35000,AHNUHATI RIVER,1995,12,0.43447776820091,61889.697755391266,25000,2.475587910215651,0.906477907293689,odd,45,ahnuhati_river_odd
310,VINER SOUND CREEK,1996,12,0.0253593631600162,318.06594993319135,40,7.9516487483297835,2.0733792968909808,even,34,viner_sound_creek_even
60000,AHTA RIVER,1996,12,0.0253593631600162,61561.151599972516,27000,2.280042651850834,0.8241941497434968,even,36,ahta_river_even
430000,GLENDALE CREEK,1996,12,0.0253593631600162,441188.2531331364,192000,2.2978554850684185,0.8319762901855516,even,38,glendale_creek_even
198000,WAKEMAN RIVER,1996,12,0.0253593631600162,203151.8002799093,13600,14.937632373522744,2.703883691478254,even,40,wakeman_river_even
816000,KAKWEIKEN RIVER,1996,12,0.0253593631600162,837231.6617596262,510000,1.6416307093326004,0.4956900827714606,even,42,kakweiken_river_even
50000,LULL CREEK,1996,12,0.0253593631600162,51300.959666643765,9500,5.4001010175414486,1.686417660347376,even,44,lull_creek_even
75000,AHNUHATI RIVER,1996,12,0.0253593631600162,76951.43949996565,70000,1.0993062785709378,0.09467932501267652,even,46,ahnuhati_river_even
45600,KINGCOME RIVER,1996,12,0.0253593631600162,46786.47521597911,20500,2.282267083706298,0.8251692839017029,even,48,kingcome_river_even
1050,AHTA RIVER,1997,12,0.331139387873913,1569.8338053759765,5800,0.2706610009268925,-1.306888160243769,odd,35,ahta_river_odd
320000,GLENDALE CREEK,1997,12,0.331139387873913,478425.54068601184,80000,5.980319258575148,1.7884739542590633,odd,37,glendale_creek_odd
30,WAKEMAN RIVER,1997,12,0.331139387873913,44.85239443931361,2700,0.016611997940486522,-4.097630077191092,odd,39,wakeman_river_odd
18000,KAKWEIKEN RIVER,1997,12,0.331139387873913,26911.436663588167,114000,0.23606523389112427,-1.443647097359158,odd,41,kakweiken_river_odd
3600,LULL CREEK,1997,12,0.331139387873913,5382.287332717633,1815,2.9654475662356106,1.0870279708844228,odd,43,lull_creek_odd
3500,AHNUHATI RIVER,1997,12,0.331139387873913,5232.779351253254,35000,0.1495079814643787,-1.900405499854873,odd,45,ahnuhati_river_odd
80,VINER SOUND CREEK,1998,12,0.0478853813514653,84.02349720620279,310,0.2710435393748477,-1.30547580910737,even,34,viner_sound_creek_even
64000,AHTA RIVER,1998,12,0.0478853813514653,67218.79776496223,60000,1.1203132960827038,0.11360837483551148,even,36,ahta_river_even
500000,GLENDALE CREEK,1998,12,0.0478853813514653,525146.8575387675,430000,1.221271761718064,0.1998927434325241,even,38,glendale_creek_even
170000,WAKEMAN RIVER,1998,12,0.0478853813514653,178549.93156318093,198000,0.9017673311271764,-0.10339873994633307,even,40,wakeman_river_even
737000,KAKWEIKEN RIVER,1998,12,0.0478853813514653,774066.4680121433,816000,0.9486108676619402,-0.05275660907682998,even,42,kakweiken_river_even
10000,LULL CREEK,1998,12,0.0478853813514653,10502.93715077535,50000,0.21005874301550698,-1.56036805873616,even,44,lull_creek_even
80000,AHNUHATI RIVER,1998,12,0.0478853813514653,84023.4972062028,75000,1.120313296082704,0.11360837483551169,even,46,ahnuhati_river_even
111750,KINGCOME RIVER,1998,12,0.0478853813514653,117370.32265991453,45600,2.5739105846472485,0.9454263706712783,even,48,kingcome_river_even
80,VINER SOUND CREEK,1999,12,0.0127249267978668,81.0311150068112,1,81.0311150068112,4.3948332167976965,odd,33,viner_sound_creek_odd
2100,AHTA RIVER,1999,12,0.0127249267978668,2127.066768928794,1050,2.02577787517028,0.7059537626837598,odd,35,ahta_river_odd
550000,GLENDALE CREEK,1999,12,0.0127249267978668,557088.915671827,320000,1.7409028614744595,0.5544038645565589,odd,37,glendale_creek_odd
30100,KAKWEIKEN RIVER,1999,12,0.0127249267978668,30487.957021312715,18000,1.6937753900729287,0.5269599959824799,odd,41,kakweiken_river_odd
150,LULL CREEK,1999,12,0.0127249267978668,151.933340637771,3600,0.04220370573271417,-3.165247248224131,odd,43,lull_creek_odd
4,KINGCOME RIVER,1999,12,0.0127249267978668,4.05155575034056,500,0.00810311150068112,-4.815507155178487,odd,47,kingcome_river_odd
50,VINER SOUND CREEK,2000,12,0.0915814524544625,55.04070798102411,80,0.6880088497628014,-0.3739535781041938,even,34,viner_sound_creek_even
55000,AHTA RIVER,2000,12,0.0915814524544625,60544.77877912652,64000,0.9460121684238519,-0.05549984698565917,even,36,ahta_river_even
760000,GLENDALE CREEK,2000,12,0.0915814524544625,836618.7613115666,500000,1.673237522623133,0.5147603859997268,even,38,glendale_creek_even
369640,WAKEMAN RIVER,2000,12,0.0915814524544625,406904.9459621151,170000,2.3935585056595006,0.8727811731111198,even,40,wakeman_river_even
1700000,KAKWEIKEN RIVER,2000,12,0.0915814524544625,1871384.07135482,737000,2.5391914129644775,0.9318456889965127,even,42,kakweiken_river_even
24300,LULL CREEK,2000,12,0.0915814524544625,26749.78407877772,10000,2.674978407877772,0.9839413084939989,even,44,lull_creek_even
500000,AHNUHATI RIVER,2000,12,0.0915814524544625,550407.0798102411,80000,6.880088497628014,1.9286315148898519,even,46,ahnuhati_river_even
76034,KINGCOME RIVER,2000,12,0.0915814524544625,83699.30381258375,111750,0.7489870587255817,-0.28903357368416954,even,48,kingcome_river_even
150,VINER SOUND CREEK,2001,12,0.0688401114722015,161.08941315884653,80,2.0136176644855817,0.6999329373896745,odd,33,viner_sound_creek_odd
22000,AHTA RIVER,2001,12,0.0688401114722015,23626.44726329749,2100,11.250689172998804,2.420429386596239,odd,35,ahta_river_odd
1350000,GLENDALE CREEK,2001,12,0.0688401114722015,1449804.7184296185,550000,2.636008578962943,0.9692658711732587,odd,37,glendale_creek_odd
96000,KAKWEIKEN RIVER,2001,12,0.0688401114722015,103097.22442166177,30100,3.4251569575302914,1.2311472976803064,odd,41,kakweiken_river_odd
14049,LULL CREEK,2001,12,0.0688401114722015,15087.634436457565,150,100.58422957638376,4.610995481722696,odd,43,lull_creek_odd
1100,KINGCOME RIVER,2001,12,0.0688401114722015,1181.3223631648743,4,295.3305907912186,5.688095375633871,odd,47,kingcome_river_odd
30,VINER SOUND CREEK,2002,12,0.119591565753775,34.07509382356719,50,0.6815018764713437,-0.3834562744064296,even,34,viner_sound_creek_even
625,AHTA RIVER,2002,12,0.119591565753775,709.897787990983,55000,0.012907232508926964,-4.349967465118645,even,36,ahta_river_even
18209,GLENDALE CREEK,2002,12,0.119591565753775,20682.446114444498,760000,0.02721374488742697,-3.6040331065711095,even,38,glendale_creek_even
29286,WAKEMAN RIVER,2002,12,0.119591565753775,33264.10659056628,369640,0.08999054915746749,-2.408050623527213,even,40,wakeman_river_even
11110,KAKWEIKEN RIVER,2002,12,0.119591565753775,12619.143079327714,1700000,0.007423025340781008,-4.903168577033208,even,42,kakweiken_river_even
29,LULL CREEK,2002,12,0.119591565753775,32.93925736278161,24300,0.0013555249943531526,-6.603566449982605,even,44,lull_creek_even
8167,AHNUHATI RIVER,2002,12,0.119591565753775,9276.376375235774,500000,0.018552752750471548,-3.987137104686492,even,46,ahnuhati_river_even
1711,KINGCOME RIVER,2002,12,0.119591565753775,1943.4161844041153,76034,0.02555983092306225,-3.6667332643983492,even,48,kingcome_river_even
43,VINER SOUND CREEK,2003,12,0.214526467196658,54.74404700376563,150,0.36496031335843754,-1.0079666618360663,odd,33,viner_sound_creek_odd
929,AHTA RIVER,2003,12,0.214526467196658,1182.7260387557737,22000,0.05376027448889881,-2.923220476959987,odd,35,ahta_river_odd
161876,GLENDALE CREEK,2003,12,0.214526467196658,206087.14773910618,1350000,0.152657146473412,-1.8795607448249494,odd,37,glendale_creek_odd
2627,WAKEMAN RIVER,2003,12,0.214526467196658,3344.479336718426,784,4.265917521324523,1.4506572859017592,odd,39,wakeman_river_odd
16582,KAKWEIKEN RIVER,2003,12,0.214526467196658,21110.832265498644,96000,0.21990450276561088,-1.5145619052071821,odd,41,kakweiken_river_odd
79,LULL CREEK,2003,12,0.214526467196658,100.5762724022671,14049,0.0071589630865020355,-4.939390128818003,odd,43,lull_creek_odd
4182,AHNUHATI RIVER,2003,12,0.214526467196658,5324.176850459253,2800,1.901491732306876,0.6426387003919107,odd,45,ahnuhati_river_odd
144,VINER SOUND CREEK,2004,12,0.0648730627549055,153.98978926243672,30,5.132992975414557,1.6356889150626295,even,34,viner_sound_creek_even
18650,AHTA RIVER,2004,12,0.0648730627549055,19943.816456558645,625,31.910106330493832,3.4629227724843443,even,36,ahta_river_even
661557,GLENDALE CREEK,2004,12,0.0648730627549055,707451.5487159018,18209,38.85175181041802,3.6597531674423105,even,38,glendale_creek_even
69412,WAKEMAN RIVER,2004,12,0.0648730627549055,74227.35591864068,29286,2.5345679136324755,0.9300231742439762,even,40,wakeman_river_even
129554,KAKWEIKEN RIVER,2004,12,0.0648730627549055,138541.619153512,11110,12.469992723088389,2.5233251761383175,even,42,kakweiken_river_even
2098,LULL CREEK,2004,12,0.0648730627549055,2243.5456796707795,29,77.3636441265786,4.348516956118552,even,44,lull_creek_even
137224,AHNUHATI RIVER,2004,12,0.0648730627549055,146743.71417880984,8167,17.96788467966326,2.88858597988017,even,46,ahnuhati_river_even
23683,KINGCOME RIVER,2004,12,0.0648730627549055,25325.973465988118,1711,14.801854743417953,2.6947524934193243,even,48,kingcome_river_even
15,VINER SOUND CREEK,2005,12,0.0545732763107929,15.86585149768941,43,0.3689732906439398,-0.9970310206401453,odd,33,viner_sound_creek_odd
2668,AHTA RIVER,2005,12,0.0545732763107929,2822.0061197223567,929,3.037681506697908,1.111094562172883,odd,35,ahta_river_odd
223444,GLENDALE CREEK,2005,12,0.0545732763107929,236341.9548033142,161876,1.4600185006011652,0.3784491072845942,odd,37,glendale_creek_odd
68,WAKEMAN RIVER,2005,12,0.0545732763107929,71.925193456192,2627,0.02737921334457252,-3.597971190558226,odd,39,wakeman_river_odd
29389,KAKWEIKEN RIVER,2005,12,0.0545732763107929,31085.433977706274,16582,1.8746492568873643,0.6284215789305044,odd,41,kakweiken_river_odd
2755,LULL CREEK,2005,12,0.0545732763107929,2914.028058408955,79,36.8864311191007,3.6078437630712004,odd,43,lull_creek_odd
4120,AHNUHATI RIVER,2005,12,0.0545732763107929,4357.820544698691,4182,1.0420422153751054,0.04118245630620013,odd,45,ahnuhati_river_odd
1218,AHTA RIVER,2006,12,0.0817545492518911,1326.4427272769785,18650,0.07112293443844389,-2.6433454282446047,even,36,ahta_river_even
181820,GLENDALE CREEK,2006,12,0.0817545492518911,198008.05966625633,661557,0.29930612126582645,-1.2062884123920057,even,38,glendale_creek_even
14661,WAKEMAN RIVER,2006,12,0.0817545492518911,15966.319232026093,69412,0.2300224634360931,-1.4695783077146154,even,40,wakeman_river_even
74818,KAKWEIKEN RIVER,2006,12,0.0817545492518911,81479.3037515673,129554,0.6289215597478064,-0.4637487363414683,even,42,kakweiken_river_even
89,LULL CREEK,2006,12,0.0817545492518911,96.92397596687282,2098,0.046198272624820215,-3.0748128706665883,even,44,lull_creek_even
10801,AHNUHATI RIVER,2006,12,0.0817545492518911,11762.650162002172,137224,0.08571860725530644,-2.4566853561136726,even,46,ahnuhati_river_even
3423,KINGCOME RIVER,2006,12,0.0817545492518911,3727.7614576921983,23683,0.15740241767057375,-1.8489495830750338,even,48,kingcome_river_even
22,VINER SOUND CREEK,2007,12,0.0201743436605422,22.45297401395883,15,1.496864934263922,0.4033728770944396,odd,33,viner_sound_creek_odd
9488,AHTA RIVER,2007,12,0.0201743436605422,9683.355338383699,2668,3.629443530128823,1.2890793390403261,odd,35,ahta_river_odd
264277,GLENDALE CREEK,2007,12,0.0201743436605422,269718.3915221362,223444,1.2070961472321307,0.18821759696451199,odd,37,glendale_creek_odd
739,WAKEMAN RIVER,2007,12,0.0201743436605422,754.2158089234351,68,11.0914089547564,2.4061708406104287,odd,39,wakeman_river_odd
36850,KAKWEIKEN RIVER,2007,12,0.0201743436605422,37608.731473381034,29389,1.2796873481023865,0.24661578880035503,odd,41,kakweiken_river_odd
701,LULL CREEK,2007,12,0.0201743436605422,715.4333992629608,2755,0.25968544437857016,-1.348284209714091,odd,43,lull_creek_odd
5112,AHNUHATI RIVER,2007,12,0.0201743436605422,5217.254689061706,4120,1.2663239536557538,0.23611817855213232,odd,45,ahnuhati_river_odd
175,KINGCOME RIVER,2007,12,0.0201743436605422,178.6032023837634,54,3.3074667108104334,1.1961825521975733,odd,47,kingcome_river_odd
4156,AHTA RIVER,2008,12,0.0253139495836938,4263.937088485976,1218,3.500769366573051,1.2529827633595787,even,36,ahta_river_even
15085,GLENDALE CREEK,2008,12,0.0253139495836938,15476.778387827466,181820,0.08512142991875188,-2.4636764546723846,even,38,glendale_creek_even
3646,WAKEMAN RIVER,2008,12,0.0253139495836938,3740.691680611133,14661,0.2551457390772207,-1.365920371289353,even,40,wakeman_river_even
33761,KAKWEIKEN RIVER,2008,12,0.0253139495836938,34637.820029926625,74818,0.46296105255321746,-0.7701123481896379,even,42,kakweiken_river_even
760,LULL CREEK,2008,12,0.0253139495836938,779.7382548723152,89,8.761103987329385,2.17032192295854,even,44,lull_creek_even
10855,AHNUHATI RIVER,2008,12,0.0253139495836938,11136.919416630239,10801,1.0311007699870602,0.030626940304221067,even,46,ahnuhati_river_even
2057,KINGCOME RIVER,2008,12,0.0253139495836938,2110.4231450952007,3423,0.616541964678703,-0.48362888946692506,even,48,kingcome_river_even
1450,VINER SOUND CREEK,2009,12,0.0543664161488997,1533.3634768922477,22,69.69833985873854,4.244176499100298,odd,33,viner_sound_creek_odd
12008,AHTA RIVER,2009,12,0.0543664161488997,12698.36457277387,9488,1.3383605156802139,0.29144536911978547,odd,35,ahta_river_odd
489023,GLENDALE CREEK,2009,12,0.0543664161488997,517137.93624846736,264277,1.9568026587575436,0.6713118446771288,odd,37,glendale_creek_odd
1817,WAKEMAN RIVER,2009,12,0.0543664161488997,1921.4630603539408,739,2.600085332008039,0.9555442644919637,odd,39,wakeman_river_odd
354378,KAKWEIKEN RIVER,2009,12,0.0543664161488997,374751.9187683593,36850,10.169658582587768,2.319408638463298,odd,41,kakweiken_river_odd
36690,LULL CREEK,2009,12,0.0543664161488997,38799.38342563901,701,55.348621149271054,4.013651747358732,odd,43,lull_creek_odd
12991,AHNUHATI RIVER,2009,12,0.0543664161488997,13737.87926090151,5112,2.687378572163832,0.9885662099823564,odd,45,ahnuhati_river_odd
536,KINGCOME RIVER,2009,12,0.0543664161488997,566.8157404236171,175,3.2389470881349545,1.1752483041912822,odd,47,kingcome_river_odd
391,VINER SOUND CREEK,2010,12,0.115170425878293,441.8930056537854,61,7.244147633668613,1.9801939199444465,even,34,viner_sound_creek_even
6740,AHTA RIVER,2010,12,0.115170425878293,7617.286082113846,4156,1.8328407319811948,0.6058670758196266,even,36,ahta_river_even
15995,GLENDALE CREEK,2010,12,0.115170425878293,18076.92743077314,15085,1.1983379138729293,0.1809355249228488,even,38,glendale_creek_even
2142,WAKEMAN RIVER,2010,12,0.115170425878293,2420.805161407694,3646,0.6639619202983252,-0.4095304800985224,even,40,wakeman_river_even
51305,KAKWEIKEN RIVER,2010,12,0.115170425878293,57982.917276387365,33761,1.7174526014154605,0.5408421473044163,even,42,kakweiken_river_even
380,LULL CREEK,2010,12,0.115170425878293,429.46123311621085,760,0.5650805698897511,-0.5707869564275535,even,44,lull_creek_even
4229,AHNUHATI RIVER,2010,12,0.115170425878293,4779.451460127515,10855,0.44029953570958225,-0.8203000207075117,even,46,ahnuhati_river_even
1276,KINGCOME RIVER,2010,12,0.115170425878293,1442.0856143586448,2057,0.7010625252108141,-0.3551582016158302,even,48,kingcome_river_even
1223,VINER SOUND CREEK,2011,12,0.320410816955606,1799.6166368058684,1450,1.2411149219350817,0.216010106233975,odd,33,viner_sound_creek_odd
3224,AHTA RIVER,2011,12,0.320410816955606,4744.042548701652,12008,0.39507349672731945,-0.9286834637253562,odd,35,ahta_river_odd
122137,GLENDALE CREEK,2011,12,0.320410816955606,179721.81289416054,489023,0.36751198388247697,-1.0009993516568954,odd,37,glendale_creek_odd
302,WAKEMAN RIVER,2011,12,0.320410816955606,444.386119636445,1817,0.24457133716920473,-1.4082482450598788,odd,39,wakeman_river_odd
49400,KAKWEIKEN RIVER,2011,12,0.320410816955606,72690.97453655757,354378,0.2051227066481485,-1.5841469098993495,odd,41,kakweiken_river_odd
25653,LULL CREEK,2011,12,0.320410816955606,37747.805056403064,36690,1.028830881886156,0.028423091436160102,odd,43,lull_creek_odd
4106,AHNUHATI RIVER,2011,12,0.320410816955606,6041.8854543948455,12991,0.46508239969169773,-0.7655406854554312,odd,45,ahnuhati_river_odd
405,KINGCOME RIVER,2011,12,0.320410816955606,595.9482730223849,536,1.1118437929522107,0.10601971199715998,odd,47,kingcome_river_odd
4587,VINER SOUND CREEK,2012,12,0.00702153179721928,4619.435513342136,391,11.81441307760137,2.469320233366158,even,34,viner_sound_creek_even
19892,AHTA RIVER,2012,12,0.00702153179721928,20032.65995888419,6740,2.972204741674212,1.0893040146826285,even,36,ahta_river_even
165726,GLENDALE CREEK,2012,12,0.00702153179721928,166897.87876262018,15995,10.434378165840586,2.345105947554744,even,38,glendale_creek_even
582,WAKEMAN RIVER,2012,12,0.00702153179721928,586.1154281153528,2142,0.2736299851145438,-1.295978504521904,even,40,wakeman_river_even
154535,KAKWEIKEN RIVER,2012,12,0.00702153179721928,155627.74516117875,51305,3.0333835914857956,1.1096786933391274,even,42,kakweiken_river_even
4663,LULL CREEK,2012,12,0.00702153179721928,4695.972923199123,380,12.357823482102956,2.5142893428422415,even,44,lull_creek_even
5433,AHNUHATI RIVER,2012,12,0.00702153179721928,5471.417733592288,4229,1.2937852290357739,0.2575722078333866,even,46,ahnuhati_river_even
710,KINGCOME RIVER,2012,12,0.00702153179721928,715.0205394534372,1276,0.5603609243365495,-0.5791741951150221,even,48,kingcome_river_even
2288,VINER SOUND CREEK,2013,12,0.0636890079040288,2443.6325316209486,1223,1.9980642122820511,0.6921788179892432,odd,33,viner_sound_creek_odd
22061,AHTA RIVER,2013,12,0.0636890079040288,23561.615944095167,3224,7.308193531046888,1.9889961202459712,odd,35,ahta_river_odd
272985,GLENDALE CREEK,2013,12,0.0636890079040288,291553.7703866017,122137,2.387104402323634,0.8700810842819264,odd,37,glendale_creek_odd
6443,WAKEMAN RIVER,2013,12,0.0636890079040288,6881.2606648749,302,22.785631340645363,3.1261301329405,odd,39,wakeman_river_odd
216508,KAKWEIKEN RIVER,2013,12,0.0636890079040288,231235.13643190046,49400,4.680873207123491,1.5434846752438593,odd,41,kakweiken_river_odd
